cdatetime,address,district,beat,grid,crimedescr
1/2/06 6:30,3205 42ND ST,6,6A        ,1034,459 PC  BURGLARY VEHICLE
1/2/06 6:48,1515 NORTH AVE,2,2A        ,505,11364 HS POSS DRUG PARAPH
1/2/06 6:50,2801 L ST,3,3B        ,748,484 PETTY THEFT/LICENSE PLATE
1/2/06 7:00,2628 27TH ST,4,4A        ,908,290(A)(1)(D) FAIL TO REG-5 DAY
1/2/06 7:16,3720 CYPRESS ST,2,2A        ,513,594(B)(1)VANDALISM GRAF +$400
1/2/06 7:53,ETHAN WAY / HALLMARK DR,2,2C        ,637,TRAFFIC-ACCIDENT-NON INJURY
1/2/06 8:00,4635 POWER INN RD,6,6C        ,1134,10851(A)VC TAKE VEH W/O OWNER
1/2/06 8:20,10TH ST / K ST,3,3M        ,744,11350(A)HS POSS CNTRL SUBST
1/2/06 9:38,4TH AVE / REDDING AVE,6,6C        ,1114,TOWED/STORED VEHICLE
1/2/06 9:56,ROANOKE AVE / BELDEN ST,2,2A        ,514,10851 VC AUTO THEFT LOCATE
1/2/06 10:00,212 CHRISTINE DR,2,2B        ,541,290(A)(1)(D) FAIL TO REG-5 DAY
1/2/06 10:00,2351 NORTHGATE BLVD,1,1C        ,447,242 PC  BATTERY CIVILIAN
1/2/06 10:00,3251 NORTHGATE BLVD,1,1C        ,418,459 PC  BURGLARY VEHICLE
1/2/06 10:30,346 LINDLEY DR,2,2B        ,541,MISSING PERSON
1/2/06 11:00,2743 ALBATROSS WAY,2,2C        ,567,THREATS - I RPT
1/2/06 11:00,7060 ROCK CREEK WAY,6,6C        ,1422,MISSING PERSON
1/2/06 11:03,MABEL ST / FORD RD,2,2B        ,531,20001(A) VC HIT/RUN INJ/DEATH
1/2/06 11:32,MCNAMARA WAY / BENOIT CT,5,5B        ,1618,10851 VC AUTO THEFT LOCATE
1/2/06 11:37,RIO LINDA BLVD / CARMELITA AVE,2,2B        ,523,TRAFFIC-ACCIDENT-NON INJURY
1/2/06 11:38,1328 D ST,3,3A        ,715,BATTERY - I RPT
1/2/06 11:54,BETTY WAY / CAMELLIA AVE,3,3C        ,872,20002(A) HIT/RUN
1/2/06 12:00,2156 CANTALIER ST,2,2C        ,613,MISSING PERSON
1/2/06 12:00,2300 G ST,3,3B        ,727,1708 US   THEFT OF MAIL
1/2/06 12:00,3824 12TH AVE,6,6A        ,1041,HARASSMENT - I RPT
1/2/06 12:10,HAVENSIDE DR / RIVERSIDE BLVD,4,4C        ,1251,11351.5 HS POSS SALE RCK COCAI
1/2/06 12:22,W ST / 16TH ST,3,3A        ,785,TOWED/STORED VEH-14602.6
1/2/06 12:29,1960 JOAN WAY,2,2C        ,606,10851 VC AUTO THEFT LOCATE
1/2/06 13:00,100 CAPITOL MALL,3,3M        ,751,10851(A)VC TAKE VEH W/O OWNER
1/2/06 13:00,2305 SANDCASTLE WAY,1,1B        ,444,530.5 PC USE PERSONAL ID INFO
1/2/06 13:42,132 OLMSTEAD DR,2,2B        ,531,245(A)(1)AWDW/NO FIREARM/CIVIL
1/2/06 14:00,4780 NATOMAS BLVD,1,1A        ,145,459 PC  BURGLARY VEHICLE
1/2/06 14:00,RICHARDS BLVD / DOS RIOS ST,3,3A        ,709,487(A) PC GRAND THEFT
1/2/06 14:15,5255 MACK RD,5,5B        ,1604,20002(A) HIT/RUN
1/2/06 14:21,8775 CENTER PKWY,5,5C        ,1654,20002(A) HIT/RUN
1/2/06 14:33,8TH AVE / 44TH ST,6,6A        ,1034,215(A) PC    CARJACKING
1/2/06 15:00,1370 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE
1/2/06 15:30,5016 12TH AVE,6,6B        ,1054,484 PC  PETTY THEFT/ OUTSIDE
1/2/06 15:39,8024 ELDER CREEK RD,6,6C        ,1445,602(K)TRESPASS:INJURE PROPERTY
1/2/06 15:59,1701 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY BUSINESS
1/2/06 16:00,1690 ARDEN WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE
1/2/06 16:18,DOS RIOS ST / RICHARDS BLVD,3,3A        ,709,11377(A)HS POSS AMPHETAMINES
1/2/06 16:33,65TH ST / ELVAS AVE,3,3C        ,847,TRAFFIC-ACCIDENT INJURY
1/2/06 16:40,3550 MARYSVILLE BLVD,2,2B        ,526,484 PETTY THEFT/LICENSE PLATE
1/2/06 16:44,CALVINE RD / BRUCEVILLE RD,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY
1/2/06 16:49,1896 ARDEN WAY,2,2C        ,628,503 PC   EMBEZZLEMENT
1/2/06 16:50,3927 MARYSVILLE BLVD,2,2A        ,505,459 PC  BURGLARY BUSINESS
1/2/06 17:00,5100 STOCKTON BLVD,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER
1/2/06 17:00,1470 JANRICK AVE,5,5A        ,1501,242 PC  BATTERY CIVILIAN
1/2/06 17:00,5210 SHORTWAY DR,5,5C        ,1644,594(B)(2)(A) VANDALISM/ -$400
1/2/06 17:03,3RD ST / L ST,3,3M        ,742,20002(A) HIT/RUN
1/2/06 17:04,14TH ST / P ST,3,3A        ,765,TRAFFIC-ACCIDENT INJURY
1/2/06 17:15,2460 FLORIN RD,5,5A        ,1363,9.04.050 A DRINKING IN PUBLIC
1/2/06 17:45,1730 O ST,3,3B        ,766,459 PC  BURGLARY RESIDENCE
1/2/06 17:47,1421 OREGON DR,4,4A        ,964,TOWED/STORED VEHICLE
1/2/06 17:50,5824 ANNRUD WAY,4,4C        ,1227,459 PC  BURGLARY RESIDENCE
1/2/06 17:51,ARCADE BLVD / CLAY ST,2,2B        ,545,TOWED/STORED VEH-14602.6
1/2/06 18:00,2415 L ST,3,3B        ,747,10851(A)VC TAKE VEH W/O OWNER
1/2/06 18:00,1831 CAPITOL AVE,3,3M        ,746,314.1 PC   INDECENT EXPOSURE
1/2/06 18:00,2668 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER
1/2/06 18:00,3950 DEVELOPMENT DR,2,2A        ,510,THREATS - I RPT
1/2/06 18:20,1901 J ST,3,3B        ,736,459 PC  BURGLARY VEHICLE
1/2/06 18:24,GROVE AVE / ELEANOR AVE,2,2B        ,541,TOWED/STORED VEHICLE
1/2/06 18:25,3140 J ST,3,3C        ,841,459 PC  BURGLARY VEHICLE
1/2/06 18:29,113 K ST,3,3M        ,741,484 PC   PETTY THEFT/INSIDE
1/2/06 18:30,4700 FREEPORT BLVD,4,4A        ,956,487(A) PC GRAND THEFT
1/2/06 18:41,4331 STOCKTON BLVD,6,6B        ,1064,11364 HS POSS DRUG PARAPH
1/2/06 18:45,16TH ST / BROADWAY,4,4A        ,906,10851(A)VC TAKE VEH W/O OWNER
1/2/06 18:45,1701 O ST,3,3B        ,766,CASUALTY REPORT
1/2/06 18:46,NORTHGATE BLVD / W EL CAMINO AVE,1,1C        ,429,MISCELLANEOUS I RPT (ZMISC)
1/2/06 18:46,SUTTERVILLE RD / FRANKLIN BLVD,4,4B        ,937,TRAFFIC-ACCIDENT INJURY
1/2/06 18:55,2378 GROVE AVE,2,2C        ,602,10851(A)VC TAKE VEH W/O OWNER
1/2/06 19:00,3500 53RD ST,6,6B        ,1054,459 PC  BURGLARY RESIDENCE
1/2/06 19:00,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE
1/2/06 19:00,211 HEMFORD CIR,5,5A        ,1502,PETTY THEFT - I RPT
1/2/06 19:01,4680 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE
1/2/06 19:05,3555 AUBURN BLVD,2,2A        ,509,5150 WI DANGER SELF/OTHERS
1/2/06 19:11,ACACIA AVE / RIO LINDA BLVD,2,2B        ,544,TOWED/STORED VEH-14602.6
1/2/06 19:20,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/2/06 19:22,1253 ACACIA AVE,2,2B        ,545,245(A)(1)AWDW/NO FIREARM/CIVIL
1/2/06 19:51,HOWE AVE / FOLSOM BLVD,3,3C        ,1102,TRAFFIC-ACCIDENT-NON INJURY
1/2/06 20:02,725 SAN JUAN RD,1,1C        ,406,211 PC  ROBBERY UNSPECIFIED
1/2/06 20:25,6025 DIAS AVE,6,6B        ,1421,5150 WI DANGER SELF/OTHERS
1/2/06 20:30,3348 DRY BRANCH CT,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER
1/2/06 20:30,547 L ST,3,3M        ,742,10851(A)VC TAKE VEH W/O OWNER
1/2/06 20:32,47TH AVE / WOODBINE AVE,4,4B        ,1326,TOWED/STORED VEHICLE
1/2/06 20:52,1111 LOS ROBLES BLVD,2,2B        ,525,FAMILY DISTURBANCE - I RPT
1/2/06 20:55,700 K ST,3,3M        ,742,148.9 PC FALSE ID TO OFFICER
1/2/06 21:00,10 FIG LEAF CT,2,2A        ,212,MISSING PERSON
1/2/06 21:00,4400 TRUXEL RD,1,1A        ,307,459 PC  BURGLARY VEHICLE
1/2/06 21:00,4901 ALCOTT DR,6,6C        ,1142,10851(A)VC TAKE VEH W/O OWNER
1/2/06 21:00,2881 38TH AVE,4,4B        ,998,594(B)(2)(A) VANDALISM/ -$400
1/2/06 21:00,8256 VILLAGE CREEK WAY,5,5C        ,1642,10851(A)VC TAKE VEH W/O OWNER
1/2/06 21:00,260 ODELL CIR,1,1A        ,116,459 PC  BURGLARY VEHICLE
1/2/06 21:05,7821 ALTA VALLEY DR,5,5C        ,1624,211 PC ROBBERY- BUSINESS
1/2/06 21:07,BELLEVIEW AVE / FRUITRIDGE RD,6,6C        ,1152,211 PC  ROBBERY UNSPECIFIED
1/2/06 21:13,1776 SOUTH AVE,2,2B        ,526,243(E)1 BATTERY NONCOHAB SPOUS
1/2/06 21:13,2224 BELL AVE,2,2A        ,237,10851 VC AUTO THEFT LOCATE
1/2/06 21:25,7293 FARM DALE WAY,4,4C        ,1289,10851(A)VC TAKE VEH W/O OWNER
1/2/06 21:29,7661 SKIROS WAY,5,5B        ,1612,PROTECTIVE CUSTODY-I RPT
1/2/06 21:36,8TH ST / L ST,3,3M        ,742,PROTECTIVE CUSTODY-I RPT
1/2/06 21:44,2660 STONECREEK DR,1,1B        ,435,211 PC  ROBBERY UNSPECIFIED
1/2/06 21:55,YREKA AVE / CANYON TREE DR,4,4B        ,1356,211 PC  ROBBERY UNSPECIFIED
1/2/06 22:00,906 12TH ST,3,3M        ,734,CASUALTY REPORT
1/2/06 22:00,1861 GLENROSE AVE,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER
1/2/06 22:00,19TH ST / P ST,3,3B        ,766,10851(A)VC TAKE VEH W/O OWNER
1/2/06 22:05,19TH ST / J ST,3,3M        ,736,CASUALTY REPORT
1/2/06 22:49,2451 MEADOWVIEW RD,5,5A        ,1396,CHILD WELFARE - I RPT
1/2/06 22:54,2828 AQUINO DR,1,1B        ,422,FOUND PROPERTY - I RPT
1/2/06 22:58,NORTHGATE BLVD / RIO TIERRA AVE,1,1C        ,419,TRAFFIC-ACCIDENT INJURY
1/2/06 23:00,4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE
1/2/06 23:00,300 CURRAN AVE,1,1C        ,429,484 PETTY THEFT CLOUT UNLOCKED
1/2/06 23:15,18TH ST / V ST W ST ALY,3,3A        ,785,11364 HS POSS DRUG PARAPH
1/2/06 23:15,757 ALAMOS AVE,2,2B        ,543,10851(A)VC TAKE VEH W/O OWNER
1/2/06 23:30,2304 OAKMONT ST,2,2C        ,603,11350(A)HS POSS CNTRL SUBST
1/2/06 23:30,1230 J ST,3,3M        ,744,487(A) GRAND THEFT-INSIDE
1/2/06 23:30,NORTHGATE BLVD / SAN JUAN RD,1,1C        ,419,459 PC  BURGLARY VEHICLE
1/2/06 23:42,4940 MACK RD,5,5B        ,1621,245(A)(1)AWDW/NO FIREARM/CIVIL
1/2/06 23:44,EDGEWATER RD / EL CAMINO AVE,2,2C        ,551,11377(A)HS POSS AMPHETAMINES
1/3/06 0:00,426 CLAIRE AVE,2,2A        ,203,CASUALTY REPORT
1/3/06 0:00,4101 INNOVATOR DR,1,1A        ,336,459 PC  BURGLARY VEHICLE
1/3/06 0:00,3962 3RD AVE,6,6A        ,1014,530.5 PC USE PERSONAL ID INFO
1/3/06 0:01,8025 WAGON TRAIL WAY,6,6C        ,1445,10851(A)VC TAKE VEH W/O OWNER
1/3/06 0:01,412 ARCADE BLVD,2,2B        ,542,459 PC  BURGLARY VEHICLE
1/3/06 0:01,219 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN
1/3/06 0:01,215 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN
1/3/06 0:01,217 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN
1/3/06 0:01,5720 HOLSTEIN WAY,4,4C        ,1227,459 PC  BURGLARY VEHICLE
1/3/06 0:01,1460 WOODRIDGE OAK WAY,1,1C        ,425,459 PC  BURGLARY VEHICLE
1/3/06 0:01,4782 KIT WAY,2,2A        ,222,484 PC   PETTY THEFT/INSIDE
1/3/06 0:01,1401 TIVERTON AVE,5,5A        ,1361,530.5 PC USE PERSONAL ID INFO
1/3/06 0:02,LAS PALMAS AVE / ALTOS AVE,2,2B        ,543,20002(A) HIT/RUN
1/3/06 0:02,8120 TIMBERLAKE WAY,5,5C        ,1639,TOWED/STORED VEH-14602.6
1/3/06 0:05,7530 RUSH RIVER DR,4,4C        ,1292,211 PC  ROBBERY UNSPECIFIED
1/3/06 0:08,99 VILLAGE CIR,2,2A        ,238,243(E)1 BATTERY NONCOHAB SPOUS
1/3/06 0:09,JIBBOOM ST / RICHARDS BLVD,3,3A        ,721,10851 VC AUTO THEFT LOCATE
1/3/06 0:22,1ST AVE / ALHAMBRA BLVD,6,6A        ,1011,12420 PC SELL/TRANSP TEAR GAS
1/3/06 0:26,5560 MCGLASHAN ST,6,6B        ,1084,594(B)(1)PC  VANDALISM +$400
1/3/06 0:38,19TH ST / CAPITOL AVE,3,3M        ,746,10851 VC AUTO THEFT LOCATE
1/3/06 0:41,6815 24TH ST,4,4B        ,1346,MISCELLANEOUS I RPT (ZMISC)
1/3/06 1:00,4918 KOKOMO DR,1,1A        ,123,487(A) GRAND THEFT-CLOUT-UNLOC
1/3/06 2:00,2412 E ST,3,3B        ,728,10851(A)VC TAKE VEH W/O OWNER
1/3/06 2:00,610 BERCUT DR,3,3A        ,701,459 PC  BURGLARY BUSINESS
1/3/06 2:00,7767 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE
1/3/06 2:01,23RD ST / CAPITOL AVE,3,3B        ,747,11364 HS POSS DRUG PARAPH
1/3/06 2:35,4673 DANROTH DR,2,2A        ,222,459 PC  BURGLARY VEHICLE
1/3/06 2:54,1245 27TH AVE,4,4A        ,1208,594(B)(1)PC  VANDALISM +$400
1/3/06 3:00,1470 MATHEWS WAY,5,5A        ,1371,THREATS - I RPT
1/3/06 3:05,715 L ST,3,3M        ,742,211 PC  ROBBERY UNSPECIFIED
1/3/06 3:07,6230 GREENHAVEN DR,4,4C        ,1265,10851 VC AUTO THEFT LOCATE
1/3/06 3:15,1045 GRAND AVE,2,2A        ,504,594(B)(1)PC  VANDALISM +$400
1/3/06 4:00,1824 DAWNELLE WAY,1,1A        ,106,487(A) PC GRAND THEFT
1/3/06 4:16,950 ELEANOR AVE,2,2B        ,563,BATTERY - I RPT
1/3/06 4:57,4555 FRANCIS CT,4,4A        ,956,187(A)  HOMICIDE
1/3/06 4:57,4555 FRANCIS CT,4,4A        ,956,MISSING PERSON
1/3/06 5:23,2170 20TH AVE,4,4A        ,957,ACCIDENTAL FIRES/ARSON -I RPT
1/3/06 5:30,3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER
1/3/06 5:35,416 28TH ST,3,3B        ,718,5150 WI DANGER SELF/OTHERS
1/3/06 6:30,3800 DIDCOT CIR,2,2A        ,501,459 PC  BURGLARY RESIDENCE
1/3/06 6:39,TRUXEL RD / I 80 EB,1,1B        ,402,496(A) RECEIVE STOLEN PROPERTY
1/3/06 7:00,8531 THYS CT,6,6C        ,1411,BUSINESS PERMITS - I RPT
1/3/06 7:27,BROADWAY / 20TH ST,4,4A        ,907,TOWED/STORED VEHICLE
1/3/06 7:30,7024 MAITA CIR,6,6C        ,1112,459 PC  BURGLARY RESIDENCE
1/3/06 7:40,3526 37TH ST,6,6A        ,1041,594(B)(2)(A) VANDALISM/ -$400
1/3/06 7:57,61ST ST / 19TH AVE,6,6B        ,1067,10851 VC AUTO THEFT LOCATE
1/3/06 8:00,7767 21ST AVE,6,6C        ,1132,10851(A)VC TAKE VEH W/O OWNER
1/3/06 8:00,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT
1/3/06 8:00,3180 GUADALAJARA WAY,1,1B        ,353,459 PC  BURGLARY VEHICLE
1/3/06 8:00,N B ST / N 7TH ST,3,3A        ,705,TRAFFIC-ACCIDENT INJURY
1/3/06 8:00,1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY BUSINESS
1/3/06 8:00,48 ROSE MEAD CIR,4,4C        ,1289,484G(B) PC ACCESS CARD FRAUD
1/3/06 8:02,1671 PEBBLEWOOD DR,1,1B        ,412,484 PETTY THEFT/LICENSE PLATE
1/3/06 8:02,SELMA ST / DIXIEANNE AVE,2,2C        ,604,10851 VC AUTO THEFT LOCATE
1/3/06 8:05,10TH ST / K ST,3,3M        ,744,11357(B)HS POSS -28.5GR MARIJ
1/3/06 8:06,27TH ST / E ST,3,3B        ,718,TRAFFIC-ACCIDENT INJURY
1/3/06 8:06,4520 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEHICLE
1/3/06 8:08,POCKET RD / COLEMAN RANCH WAY,4,4C        ,1294,TRAFFIC-ACCIDENT INJURY
1/3/06 8:10,BANDON WAY / DEVRI CT,1,1B        ,411,FOUND PROPERTY - I RPT
1/3/06 8:15,CENTER PKWY / LERNER WAY,5,5B        ,1605,TOWED/STORED VEH-14602.6
1/3/06 8:16,14TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6
1/3/06 8:21,15 BUSINESS PARK WAY,6,6C        ,1407,10851 VC AUTO THEFT LOCATE
1/3/06 8:30,780 GREG THATCH CIR,1,1A        ,102,10851(A)VC TAKE VEH W/O OWNER
1/3/06 8:30,4500 TYNEBOURNE ST,1,1A        ,304,594(B)(2)(A) VANDALISM/ -$400
1/3/06 8:43,7231 GREENHAVEN DR,4,4C        ,1287,SUSP PERS-NO CRIME - I RPT
1/3/06 8:55,3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER
1/3/06 8:55,5TH ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6
1/3/06 8:57,1028 LAKE GLEN WAY,4,4C        ,1225,10851 VC AUTO THEFT LOCATE
1/3/06 9:00,1701 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER
1/3/06 9:00,10TH AVE / 34TH ST,6,6A        ,1041,20002(A) HIT/RUN
1/3/06 9:00,4969 TORONTO WAY,6,6C        ,1133,484 PETTY THEFT CLOUT UNLOCKED
1/3/06 9:00,1904 HELENA AVE,2,2C        ,567,530.5 PC USE PERSONAL ID INFO
1/3/06 9:00,3916 BELDEN ST,2,2A        ,504,484G(B) PC ACCESS CARD FRAUD
1/3/06 9:00,7060 ROCK CREEK WAY,6,6C        ,1422,530.5 PC USE PERSONAL ID INFO
1/3/06 9:00,5241 9TH AVE,6,6B        ,1035,LOST PROPERTY - I RPT
1/3/06 9:11,NORTHGATE BLVD / JEFFERSON AVE,1,1C        ,449,TOWED/STORED VEH-14602.6
1/3/06 9:15,2951 LOGANSPORT DR,1,1A        ,123,459 PC  BURGLARY RESIDENCE
1/3/06 9:17,FRANKLIN BLVD / 11TH AVE,4,4A        ,937,9.04.070 URINATE/DEFECATE PUB
1/3/06 9:28,TORRANCE AVE / 32ND ST,5,5A        ,1387,TOWED/STORED VEH-14602.6
1/3/06 9:30,1800 2ND ST,3,3A        ,772,487(A) PC GRAND THEFT
1/3/06 9:40,55 QUASAR CIR,5,5A        ,1363,CASUALTY REPORT
1/3/06 9:40,H ST / 50TH ST,3,3C        ,825,TOWED/STORED VEHICLE
1/3/06 9:41,2420 S ST,3,3B        ,778,10851 VC AUTO THEFT LOCATE
1/3/06 9:41,2681 FAIRFIELD ST,2,2B        ,552,10851 VC AUTO THEFT LOCATE
1/3/06 9:49,4830 J ST,3,3C        ,845,TOWED/STORED VEHICLE
1/3/06 9:58,21ST ST / I ST J ST ALY,3,3B        ,737,TOWED/STORED VEHICLE
1/3/06 10:00,316 ROUNDTREE CT,4,4C        ,1264,487(A) GRAND THEFT-INSIDE
1/3/06 10:22,8TH ST / K ST,3,3M        ,742,TOWED/STORED VEHICLE
1/3/06 10:23,BROOKFIELD DR / TEAK CT,5,5B        ,1399,TOWED/STORED VEH-14602.6
1/3/06 10:30,3581 TAYLOR ST,2,2B        ,522,422 PC THREAT/INTENT TO TERROR
1/3/06 10:30,2541 ALBATROSS WAY,2,2C        ,568,TOWED/STORED VEHICLE
1/3/06 10:40,33RD ST / 12TH AVE,6,6A        ,1041,TRAFFIC-ACCIDENT-NON INJURY
1/3/06 10:50,SANDBURG DR / CAMELLIA AVE,3,3C        ,879,TOWED/STORED VEHICLE
1/3/06 11:00,8545 FOLSOM BLVD,3,3C        ,1116,594(B)(1)PC  VANDALISM +$400
1/3/06 11:00,5400 RALEY BLVD,2,2A        ,206,10851(A)VC TAKE VEH W/O OWNER
1/3/06 11:00,575 DISPLAY WAY,2,2A        ,511,10851(A)VC TAKE VEH W/O OWNER
1/3/06 11:00,701 12TH ST,3,3A        ,725,484 PC PETTY THEFT
1/3/06 11:10,NEASHAM CIR / FRONT ST,3,3A        ,761,9.04.050 A DRINKING IN PUBLIC
1/3/06 11:27,21ST ST / S ST,3,3B        ,777,TOWED/STORED VEHICLE
1/3/06 11:30,6278 RIVERSIDE BLVD,4,4C        ,1251,459 PC  BURGLARY RESIDENCE
1/3/06 11:45,2730 FLORIN RD,5,5A        ,1363,594(B)(2)(A) VANDALISM/ -$400
1/3/06 11:46,3845 MARYSVILLE BLVD,2,2A        ,505,TOWED/STORED VEH-14602.6
1/3/06 11:48,FRANKLIN BLVD / MEADOWGATE DR,5,5B        ,1369,TRAFFIC-ACCIDENT INJURY
1/3/06 11:58,10 FIG LEAF CT,2,2A        ,212,5150 WI DANGER SELF/OTHERS
1/3/06 12:00,2055 W EL CAMINO AVE,1,1B        ,422,10851(A)VC TAKE VEH W/O OWNER
1/3/06 12:00,2815 CONNIE DR,2,2C        ,567,459 PC  BURGLARY RESIDENCE
1/3/06 12:00,2727 RIVER PLAZA DR,1,1B        ,478,475(C) PASS FORGED NOTE
1/3/06 12:00,9TH ST / CAPITOL MALL,3,3M        ,754,TOWED/STORED VEH-14602.6
1/3/06 12:00,5700 MACK RD,5,5C        ,1623,475(C) PASS FORGED NOTE
1/3/06 12:00,7403 FLORES WAY,5,5A        ,1396,FORGERY-COUNTERFEITING
1/3/06 12:21,20TH AVE / FREEPORT BLVD,4,4A        ,957,TRAFFIC-ACCIDENT INJURY
1/3/06 12:23,22ND ST / I ST,3,3B        ,737,TRAFFIC-ACCIDENT-NON INJURY
1/3/06 12:25,1221 RIVERA DR,2,2B        ,525,459 PC  BURGLARY RESIDENCE
1/3/06 12:25,19TH ST / R ST S ST ALY,3,3A        ,776,TOWED/STORED VEHICLE
1/3/06 12:30,2411 P ST,3,3B        ,767,10851(A)VC TAKE VEH W/O OWNER
1/3/06 12:30,2832 GRASSLANDS DR,1,1B        ,421,459 PC  BURGLARY RESIDENCE
1/3/06 12:31,20TH ST / I ST,3,3B        ,736,TOWED/STORED VEH-14602.6
1/3/06 12:40,3550 MARYSVILLE BLVD,2,2B        ,526,FOUND PROPERTY - I RPT
1/3/06 12:48,CENTER PKWY / CALVINE RD,5,5C        ,1645,TOWED/STORED VEH-14602.6
1/3/06 13:00,1532 ROSALIND ST,2,2B        ,526,MISSING PERSON I RPT
1/3/06 13:00,O ST / 2ND ST,3,3A        ,762,459 PC  BURGLARY VEHICLE
1/3/06 13:00,3543 1ST AVE,6,6A        ,1013,HARASSMENT - I RPT
1/3/06 13:00,4 VINTON CT,5,5C        ,1654,487(D)GRAND THEFT FIREARM/ANIM
1/3/06 13:27,3RD ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6
1/3/06 13:30,4488 1/2 65TH ST,6,6B        ,1068,290(F)1 W/I 5 DAYS ADD CHANGE
1/3/06 13:30,3422 9TH AVE,6,6A        ,1041,487(A) GRAND THEFT-INSIDE
1/3/06 13:37,2156 WELLER WAY,4,4A        ,936,459 PC  BURGLARY RESIDENCE
1/3/06 13:40,16TH ST / G ST,3,3A        ,726,TRAFFIC-ACCIDENT INJURY
1/3/06 13:43,FOLSOM BLVD / JACKSON RD,3,3C        ,1115,TRAFFIC-ACCIDENT INJURY
1/3/06 13:46,8548 HERMITAGE WAY,5,5C        ,1653,TOWED/STORED VEHICLE
1/3/06 13:51,3832 HURON ST,2,2A        ,505,5150 WI DANGER SELF/OTHERS
1/3/06 13:55,30TH ST / CAPITOL AVE,3,3C        ,841,TRAFFIC-ACCIDENT INJURY
1/3/06 14:00,2242 ROYALE RD,2,2C        ,606,459 PC  BURGLARY RESIDENCE
1/3/06 14:00,4700 CREST DR,1,1A        ,136,242 PC  BATTERY CIVILIAN
1/3/06 14:00,3437 JOLA CIR,5,5A        ,1506,487(A) PC GRAND THEFT
1/3/06 14:09,EMMONS ST / MACARTHUR ST,2,2A        ,236,10851 VC AUTO THEFT LOCATE
1/3/06 14:11,17TH ST / J ST,3,3M        ,736,POSS STOLEN VEHICLE- I RPT
1/3/06 14:30,699 RIVERCREST DR,4,4C        ,1251,459 PC  BURGLARY RESIDENCE
1/3/06 14:30,144 CEDAR ROCK CIR,5,5B        ,1614,459 PC  BURGLARY RESIDENCE
1/3/06 14:33,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT
1/3/06 14:50,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/3/06 14:50,GATEWAY PARK BLVD / ARENA BLVD,1,1A        ,307,NON INJ HR/MAIL OUT REPORT
1/3/06 14:58,1443 HOPKINS ST,4,4C        ,1311,TOWED/STORED VEHICLE
1/3/06 15:00,2628 27TH ST,4,4A        ,908,290(F)1 W/I 5 DAYS ADD CHANGE
1/3/06 15:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/3/06 15:00,3375 SMOKE TREE DR,1,1B        ,401,530.5 PC USE PERSONAL ID INFO
1/3/06 15:00,MACK RD / HWY 99 NB,5,5C        ,1607,ASSAULT WITH WEAPON - I RPT
1/3/06 15:00,NATOMAS BLVD / CLUB CENTER DR,1,1A        ,106,245(A)(1)AWDW/NO FIREARM/CIVIL
1/3/06 15:00,2827 MENDEL WAY,1,1C        ,427,FOUND PROPERTY - I RPT
1/3/06 15:00,1900 DANBROOK DR,1,1A        ,136,BURGLARY - I RPT
1/3/06 15:02,I ST / 16TH ST,3,3M        ,736,TOWED/STORED VEHICLE
1/3/06 15:04,MUIR WAY / MCCLATCHY WAY,4,4A        ,904,496(A) RECEIVE STOLEN PROPERTY
1/3/06 15:07,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT
1/3/06 15:10,5959 LEMON PARK WAY,6,6B        ,1401,459 PC  BURGLARY RESIDENCE
1/3/06 15:15,715 L ST,3,3M        ,742,484 PC PETTY THEFT
1/3/06 15:19,33RD ST / 12TH AVE,6,6A        ,1041,11357(B)HS POSS -28.5GR MARIJ
